Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
12989;38928;Bonduelle Kuban LLC;3918;Bonduelle Group;Parent company;Shares/Equity;65.0;;;;
12990;38928;Bonduelle Kuban LLC;4778;EBRD (European Bank of Reconstruction and Development);Parent company;Debt financing;35.0;;;;Loan for the construction of canning plant
12991;43912;Kaluzhskaya Niva LLC;43910;Econiva APK Holding LLC;Parent company;Shares/Equity;100.0;;;;
12992;43910;Econiva APK Holding LLC;43909;Ekosem-Agrar AG;Parent company;;;;;;
12993;43994;SSA Agri DMCC;41363;Inoks Capital SA;Parent company;;;;;;
12994;43997;Pushkinskoye LLP;43994;SSA Agri DMCC;Parent company;;;;;;
12995;44019;Econiva Altai LLC;43910;Econiva APK Holding LLC;Parent company;Shares/Equity;;;;;
12996;44016;Zhanatas Wind-Power Station LLP;44014;China Power International Holding Ltd;Parent company;Shares/Equity;80.0;;;;
12997;44016;Zhanatas Wind-Power Station LLP;44013;Visor Investments Cooperatief U.A.;Parent company;Shares/Equity;20.0;;;;
12998;44016;Zhanatas Wind-Power Station LLP;44015;Asian Infrastructure Investment Bank (AIIB);Tertiary investor/lender;Debt financing;;;;;$13.3m loan
12999;44016;Zhanatas Wind-Power Station LLP;4778;EBRD (European Bank of Reconstruction and Development);Tertiary investor/lender;Debt financing;;;;;US$ 25.28 million
13000;44016;Zhanatas Wind-Power Station LLP;41778;Green Climate Fund (GCF);Tertiary investor/lender;Debt financing;;;;;US$ 22.86 million
13001;44016;Zhanatas Wind-Power Station LLP;41465;Industrial And Commercial Bank of China;Tertiary investor/lender;;;;;;13.3m
