Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
10397;36370;Rei do Agro Limitada;3117;AgDevCo;Tertiary investor/lender;Debt financing;;;;;The company's 2013/14 farming activities were financed by AgDevCo.
10398;36370;Rei do Agro Limitada;1779;Aslan Global Management;Parent company;;100.0;;;;
10402;36327;Euromoz;42203;Ana Alonso;Parent company;;;;;;Euro Moz was set up by Spanish businesswoman Ana Alonso with her own resources.
10407;42207;CSC-Boustead Beef Zimbabwe;41195;Cold Storage Company Limited;Parent company;;;;;;A joint venture agreement between CSC and a United Kingdom investor, Boustead Beef.
10408;42207;CSC-Boustead Beef Zimbabwe;41194;Boustead Beef (Pvt) Ltd;Parent company;;;;;;
10418;42219;Mutamba project joint venture;42217;Mutamba Minerals Sands;Parent company;;;;;;
10419;42219;Mutamba project joint venture;42214;Matilda Minerals Ltda;Parent company;;;;;;
10424;42214;Matilda Minerals Ltda;42213;Savannah Resources Plc;Parent company;Shares/Equity;100.0;;;;
10425;42217;Mutamba Minerals Sands;4083;Rio Tinto plc;Parent company;Shares/Equity;;;;;
10427;42231;Palme d’Or;42230;El Sahely brothers (Palme d’Or);Parent company;;;;;;The Palme d’Or  is owned by the Lebanese El Sahely brothers.
10428;42231;Palme d’Or;42235;Banque populaire maroco-centrrafricaine (BPMC);Tertiary investor/lender;Debt financing;;2500000000.0;;;Ecobank and the Banque populaire maroco-centrrafricaine (BPMC) contributed 2.5 billion CFA francs ($ 4.1 million) each
10429;42231;Palme d’Or;42232;Development Bank of Central African States (BDEAC);Tertiary investor/lender;Debt financing;;4000000000.0;;;A loan of 4 billion CFA francs (about more than $ 6.6 million)  to support the financing of a project.
10430;42231;Palme d’Or;42236;Ecobank  Centrafrique;Tertiary investor/lender;Debt financing;;2500000000.0;;;Ecobank and the Banque populaire maroco-centrrafricaine (BPMC), which contribute 2.5 billion CFA francs ($ 4.1 million) ea
10431;42208;Bavella B.V.;3119;PPF Group N.V.;Parent company;Shares/Equity;100.0;;;;
10433;42227;Unknown (Tanzania_492);42226;Unknown (Parent_Tanzania_492);Parent company;;;;;;
10434;4674;Industrial Development Corporation of Zambia;41357;Government of Zambia;Parent company;;100.0;;;;Industrial Development Corporation of Zambia Ltd, an investment company wholly-owned by the Zambian government.
10435;38657;"Chinese - Ukrainian Agricultural Company ""FANDA"" LLC";3544;Chinese Agricultural Corporation HuanFan Qu;Parent company;Shares/Equity;99.58;;;;
10443;37928;Dao-Heuang Group;2853;Dao Heuang Group;Parent company;;;;;;
10444;42241;Dingsheng Minerals;4577;Anhui Foreign Economic Construction (Group) Co., Ltd. (AFECC);Parent company;Shares/Equity;85.0;;;;
10445;42241;Dingsheng Minerals;42240;Empresa Moçambicana de Exploração Mineira (EMEM);Parent company;Shares/Equity;15.0;;;;
10446;42245;Goldenlay Limited;2952;African Agriculture Fund;Parent company;;100.0;;;;
10447;2952;African Agriculture Fund;1870;Phatisa Group Limited;Parent company;;;;;;Fund Manager to the African Agriculture Fund.
10448;42229;Greenfield SA;42228;Nana Bouba Group;Parent company;;;;;;
10449;1599;Zambeef Products PLC (Zambeef);4401;FMO (Netherlands Development Finance Company);Tertiary investor/lender;Debt financing;;;;;DEG, jointly with its partner FMO, provides to Zambeef a long-term loan of 15 million US-dollars for expansion investments.
10450;1599;Zambeef Products PLC (Zambeef);4402;DEG (Deutsche Investitions- und Entwicklungsgesellschaft);Tertiary investor/lender;Debt financing;;;;;DEG, jointly with its partner FMO, provides to Zambeef a long-term loan of 15 million US-dollars for expansion investments.
10452;42238;RASK LLC;40746;Goodvalley LLC;Parent company;Shares/Equity;100.0;;;;
10453;42209;RAV Agro LLC;42208;Bavella B.V.;Parent company;Shares/Equity;100.0;;;;"Bavella B.V. - shareholder = 99,95%; Grandview resources Corp.  (Virgin Islands) - shareholder = 0,05%"
10454;35562;RAV Agro-Pro LLC;42209;RAV Agro LLC;Parent company;Shares/Equity;85.0;;;;
10456;42243;Sh Rs Invest LLC;42242;Minomax Investments Limited;Parent company;Shares/Equity;99.0;;;;
10467;42246;BIDCO Uganda Ltd;1574;BIDCO Africa Limited;Parent company;;;;;;
10468;42246;BIDCO Uganda Ltd;143;Wilmar International Ltd;Parent company;;;;;;
10469;36170;Oil Palm Uganda Ltd.;42247;International Fund for Agricultural Development;Tertiary investor/lender;Debt financing;;52000000.0;;;"The UN International Fund for Agricultural Development (IFAD)  is ""directly overseeing"" the project after providing a $52 million loan."
10470;36170;Oil Palm Uganda Ltd.;3407;Kalangala Oil Palm Growers Trust;Parent company;;10.0;;;;
10471;36170;Oil Palm Uganda Ltd.;42246;BIDCO Uganda Ltd;Parent company;;90.0;;;;
10472;39680;Silverlands Ndolela Limited;984;CDC Group plc;Tertiary investor/lender;Debt financing;;;;;
10473;39680;Silverlands Ndolela Limited;3124;Silverstreet Capital;Parent company;;;;;;
10476;42258;Unknown (505_Tanzania);42257;Unknown (505_Tanzania PC);Parent company;;;;;;
10477;42260;Unknown (218_Tanzania OC);42259;Unknown (218_Tanzania PC);Parent company;;;;;;
10478;42262;Unknown_1(6330_Tanzania OC);42261;Unknown_1(6330_Tanzania PC);Parent company;;;;;;
10479;42265;Unknown_2(6330_Tanzania OC);42264;Unknown_2 (6330_Tanzania PC);Parent company;;;;;;
10480;42267;Unknown_3 (6330_Tanzania OC);42266;Unknown_3 (6330_Tanzania PC);Parent company;;;;;;
10490;42280;Unknown (CAMEC_3);41904;Central African Mining and Exploration Company;Parent company;;;;;;Parent company
10493;42272;MHC (Services) Limited;42271;Norma Investments Limited;Parent company;Shares/Equity;100.0;;;;
10494;35925;Indùstrias Florestais de Manica, SARL;1305;Komatiland Forests;Parent company;Shares/Equity;80.0;;;;
10495;35925;Indùstrias Florestais de Manica, SARL;2093;Government of Mozambique;Parent company;Shares/Equity;20.0;;;;20 percent is owned by the Instituto de Gestão das Participações do Estado (IGEPE), the entity of the Mozambique Ministry of Economy and Finance responsible for managing Stated Owned Enterprises in Mozambique.
10496;1305;Komatiland Forests;42274;South African Forestry Company (SAFCOL);Parent company;;;;;;Komatiland Forests, a subsidiary of the South African government owned South African Forestry Company (SAFCOL)
10497;41262;Horyal Investments Holdings Company Limited;3426;Uttam Sucrotech International PVT LTD;Parent company;;;;;;
10498;41332;Atiak Sugar Factory (#163805);3016;Government of Uganda;Parent company;Shares/Equity;44.0;69000000000.0;;;
10499;41332;Atiak Sugar Factory (#163805);41262;Horyal Investments Holdings Company Limited;Parent company;Shares/Equity;56.0;;;;
10500;42225;Unknown (TAnzania_344);42222;Unkown _Parent(Tanzania_344);Parent company;;;;;;
10502;41321;Sierra Tropical Limited (STL);41410;Sierra Tropical Investment Company;Parent company;;;;;;
10503;41321;Sierra Tropical Limited (STL);41772;Multilateral Investment Guarantee Agency;Tertiary investor/lender;Debt financing;;36000000.0;;;MIGA has issued $36 million in guarantees for the design, construction and operation of a facility in southern Sierra Leone that will cultivate, harvest and process pineapples and other tropical fruit for export.
10504;41410;Sierra Tropical Investment Company;41191;Dole Asia Holdings PTE Ltd;Parent company;;;;;;
10505;39153;16th ArmyCorps;523;Tan Mai Paper Company;Parent company;;;;;;
10506;35255;Adani Ports and Special Economic Zone Limited (APSEZ);35256;Adani Power Private Ltd;Parent company;;;;;;
10507;35255;Adani Ports and Special Economic Zone Limited (APSEZ);541;Mundra Port and Special Economic Zone Ltd. (MPSEZL);Parent company;;;;;;
10508;35255;Adani Ports and Special Economic Zone Limited (APSEZ);2211;Adani Group;Parent company;;;;;;
10509;39273;Twangiza Mining SARL;42287;Baiyin International Investments of China;Parent company;;;;;;Banro corporation sold its Twangiza mine to minority shareholder Baiyin International Investments of China (which previously owned 32%)  for $1 on Jan 17.
10510;1773;Baobab Resources PLC;42288;Baobab Resources Limited;Parent company;Shares/Equity;;;;;
10511;42273;Capitol Resources;1773;Baobab Resources PLC;Parent company;Shares/Equity;;;;;
10512;42273;Capitol Resources;41508;IFC (International Finance Corporation);Tertiary investor/lender;Shares/Equity;15.0;;;;Pledged to provide up to $3.6 million in exploration activities at its Tete project area and in 2009—$400,000 for a 15 percent joint venture stake (Tete project).
10513;35351;Argentina Gold Corporation Inc;3021;GoldCorp Inc;Parent company;;;;;;
10516;36507;Maple Energy PLC. in Peru;1950;Maple Energy PLC;Parent company;;;;;;
10517;39790;Union Dicon Plc In Kogi State;4971;Union Dicon Plc;Parent company;;;;;;
10518;36814;Unknown (Ridge Solutions, in Angola, deal 3481);932;Ridge Solutions;Parent company;;;;;;
10519;36815;Unknown (Ridge Solutions, in Angola, deal 3482);932;Ridge Solutions;Parent company;;;;;;
10520;36816;Unknown (Ridge Solutions, in Angola, deal 3483);932;Ridge Solutions;Parent company;;;;;;
10531;42284;Trapani Fresh;39063;FGF Trapani SRL;Parent company;;49.0;;;;
10532;42284;Trapani Fresh;42283;Limoneira Company;Parent company;;51.0;;;;
10533;42275;Privat-Agro-Bilozir`ya;42254;Purple Pearl Limited;Parent company;;100.0;;;;
10536;39476;MNG Gold Liberia Inc;4715;Avesoro Jersey Limited;Parent company;Shares/Equity;90.0;;;;
10537;39476;MNG Gold Liberia Inc;41196;Government of Liberia;Parent company;Shares/Equity;10.0;;;;
10538;227;International Finance Corporation;41507;World Bank;Parent company;;;;;;
10539;42290;Ncondezi Coal Company Mozambique, LDA;42240;Empresa Moçambicana de Exploração Mineira (EMEM);Parent company;Shares/Equity;5.0;;;;Under the agreement, the government-owned Mozambican Mining Exploration Company will be granted a 5% free carry in shares of NCCML.
10540;42290;Ncondezi Coal Company Mozambique, LDA;42289;Ncondezi Energy Limited;Parent company;Shares/Equity;;;;;
10541;42293;Dobrynia LLC;42292;SDI LLC;Parent company;Shares/Equity;99.99;;;;
10542;42292;SDI LLC;42210;Sucden Group;Parent company;Shares/Equity;100.0;;;;
10543;42295;Studenetsk flour mill JSC;42292;SDI LLC;Parent company;;;;;;
10544;42296;Agroservis LLC;42212;Sucden Lipetsk LLC;Parent company;Shares/Equity;100.0;;;;
10545;35689;Sannati Agro Farm Enterprises Pvt Ltd (Ethiopia Branch);2426;Sannati Group;Parent company;;;;;;https://opencorporates.com/companies/in/U01403AP2010PTC067558
10547;34846;Koh Kong Sugar Company Ltd;2145;Khon Kaen Sugar Industry Public Company Limited;Parent company;;70.0;;;;
10548;34846;Koh Kong Sugar Company Ltd;2322;Ve Wong Corporation;Parent company;;30.0;;;;
10549;36052;MukayaPayam Cooperative;1919;Mukaya Payam Cooperative;Parent company;Shares/Equity;40.0;;;;
10550;36052;MukayaPayam Cooperative;1445;Nile Trading & Development;Parent company;Shares/Equity;60.0;;;;
10551;37106;Akewa Group of Companies (Liberia) Incorporated;2200;Akewa Global Services;Parent company;;100.0;;;;AKEWA GLOBAL SERVICES LTD also had a registered office in United Kingdom (https://opencorporates.com/companies/gb/07925682).
10552;36750;Bassa Logging & Timber Corporation;42300;BASSA LOGGING AND TIMBER AS;Parent company;Shares/Equity;;;;;
10553;35655;SG Sustainable Oils Cameroon, Ltd. (SGSOC);2860;Herakles Capital;Parent company;Shares/Equity;100.0;;;;
10557;42301;Trigon Rufiji Rice company;42302;Unknown iinvestors (90% of the special purpose vehicle);Parent company;Shares/Equity;90.0;;;;
10558;42301;Trigon Rufiji Rice company;4329;James Maynard;Parent company;Shares/Equity;10.0;;;;
10560;37688;Mufindi Paper Mills Limited;41254;Rai Group Limited;Parent company;;;;;;
10561;42303;Uspenskyi Agropromsojuz LLC;42292;SDI LLC;Parent company;Shares/Equity;80.0;;;;
10562;42297;Agrofirma Eletskyi LLC;42296;Agroservis LLC;Parent company;Shares/Equity;100.0;;;;
10563;42299;Agrosnabsahar LLC;42297;Agrofirma Eletskyi LLC;Parent company;Shares/Equity;64.0;;;;
10564;42299;Agrosnabsahar LLC;42296;Agroservis LLC;Parent company;Shares/Equity;7.0;;;;
10565;42299;Agrosnabsahar LLC;42298;Rassvet JSC;Parent company;Shares/Equity;29.0;;;;
10566;42244;Zernovaia Compania LLC;42243;Sh Rs Invest LLC;Parent company;Shares/Equity;100.0;;;;"Under the Register, it is known, that the Ägsen Property"" LLC is owned by ""Sh Rs Invest"" LLC (100%)."
10567;42244;Zernovaia Compania LLC;41246;PJSC Sberbank of Russia;Tertiary investor/lender;Debt financing;;;;;Sberbank signed credit agreements with Sovkhoz-Vesna JSC (Saratov Region) and Zernovaya Kompaniya LLC (Penza Region) for a total amount of 230 mln roubles. These funds will be used to purchase seeds, fertilisers, and oil and lubricants.
10568;42212;Sucden Lipetsk LLC;42211;Sucres et Denrees;Parent company;Shares/Equity;98.0;;;;
10572;41889;Vedanta Limited;2391;Vedanta Resources;Parent company;Shares/Equity;50.0;;;;
10573;38729;Bea Mountain Mining Corporation (BMMC);4715;Avesoro Jersey Limited;Parent company;;55.0;;;;
10574;38729;Bea Mountain Mining Corporation (BMMC);3682;Avesoro Resources Inc;Parent company;Shares/Equity;45.0;;;;
10575;38729;Bea Mountain Mining Corporation (BMMC);227;International Finance Corporation;Tertiary investor/lender;Shares/Equity;;;;;New Liberty Gold has the backing of the World Bank’s International Finance Corporation, which since 2014 invested $19 million and became a key shareholder.
10576;38729;Bea Mountain Mining Corporation (BMMC);42311;Nedbank Limited;Tertiary investor/lender;Debt financing;;;;;
10577;38729;Bea Mountain Mining Corporation (BMMC);42312;Rand Merchant Bank (RMB);Tertiary investor/lender;Debt financing;;;;;
10583;3682;Avesoro Resources Inc;4715;Avesoro Jersey Limited;Parent company;;;;;;
10584;42310;Western Cluster Limited;41889;Vedanta Limited;Parent company;Shares/Equity;100.0;;;;Vedanta limited-previously known as Sesa Goa ltd/Sesa Sterlite Ltd
10585;42314;Bio Lat LLC;40517;Bio Verde LLC;Parent company;Shares/Equity;99.0;;;;
10588;42127;MK Group LLC;42125;Agri Holding AG;Parent company;Shares/Equity;11.0;;;;Information is under the Agency for Bussiness Registers.
10589;42127;MK Group LLC;42126;Wheat Corn Holding BV Amsterdam;Parent company;Shares/Equity;87.0;;;;Information is under the Agency for Bussiness Registers.
10590;42127;MK Group LLC;4778;EBRD (European Bank of Reconstruction and Development);Tertiary investor/lender;;;;;2011-06-28;Project Cost €80 million. The EBRD is considering providing a loan to MK Group and Sunoko.
10591;42127;MK Group LLC;4401;FMO (Netherlands Development Finance Company);Tertiary investor/lender;Debt financing;;;;;"Signing date - 2013-09-27; Total FMO financing - EUR 15.00 MLN"
10592;41918;Pivden Agro Invest LLC;41929;TNA Corporate Solutions LLC;Parent company;Shares/Equity;100.0;;;;
10594;39636;Nyva LLC;5027;Cacique Limited;Parent company;Shares/Equity;100.0;;;;
10595;39722;Bopolu Development Corporation (BODECO);4936;Unknown (Bopolu Development Corporation (BPDECO));Parent company;;;;;;
10597;42317;Sodruzhestvo LLC;42316;Vesna LLC;Parent company;Shares/Equity;100.0;;;;
10598;42324;Suni Resources SA;42323;Battery Minerals;Parent company;Shares/Equity;100.0;;;;
10603;42328;CK Power Public Company LTd;40220;Ch. Karnchang Public Company;Parent company;Shares/Equity;31.9;;;;
10605;42326;Nam Ngum 2 Power Company Ltd;40082;Electricité du Laos;Parent company;Shares/Equity;25.0;;;;
10606;42326;Nam Ngum 2 Power Company Ltd;42327;SouthEast Asia Energy Ltd;Parent company;Shares/Equity;75.0;;;;
10612;42322;Twigg Exploration & Mining Limitada;42321;Syrah Resources Ltd;Parent company;Shares/Equity;;;;;
10613;42319;Grafex Limitada (Grafex);42318;Triton Minerals Limited;Parent company;Shares/Equity;;;;;
10614;42319;Grafex Limitada (Grafex);42320;Jinan Hi-Tech;Tertiary investor/lender;Debt financing;;;;;An interim debt financing of £1.12m (A$2m) was secured from China’s state-owned infrastructure development company Jinan Hi-Tech for the development of the project in July 2019.
10623;42331;New Forests Company Tanzania UK Limited;1517;New Forests Company Holdings;Parent company;Shares/Equity;87.0;;;;
10624;42331;New Forests Company Tanzania UK Limited;1531;Government of Tanzania;Parent company;Shares/Equity;13.0;;;;
10626;41052;UNIFRUTTI (Laysun Service Co., Ltd);41051;Unifrutti International Holdings Ltd.;Parent company;;;;;;
10627;42316;Vesna LLC;42315;"""Indicia"" CJSC";Parent company;Shares/Equity;96.0;;;;
10629;42333;Koral LLC;42334;Rebrykhynskyi Leskhoz LLC;Parent company;Shares/Equity;33.0;;;;
10630;42333;Koral LLC;42332;Aleusskyi Les LLC;Parent company;Shares/Equity;67.0;;;;
10631;42334;Rebrykhynskyi Leskhoz LLC;42333;Koral LLC;Parent company;Shares/Equity;100.0;;;;
10632;42332;Aleusskyi Les LLC;42334;Rebrykhynskyi Leskhoz LLC;Parent company;Shares/Equity;51.0;;;;
10633;42332;Aleusskyi Les LLC;42333;Koral LLC;Parent company;Shares/Equity;49.0;;;;
10634;41138;Rinaldi Liliana Haydee;41139;Agropecuaria Centro S.A.;Parent company;;;;;;
10635;41031;SACHA RUPASKA SA;41167;Mendez Ezcurra, Luis Maria;Parent company;;;;;;
10642;38560;Wami Agriculture Company Limited;42330;Envision Consulting (T) Limited;Parent company;Shares/Equity;100.0;;;;
10643;36856;New Forests Company (Tanzania limited);42331;New Forests Company Tanzania UK Limited;Parent company;Shares/Equity;100.0;;;;
10644;38559;Montara Land Company;42330;Envision Consulting (T) Limited;Parent company;;;;;;
10645;42329;Unknown (Montara Continental Ltd);42330;Envision Consulting (T) Limited;Parent company;;;;;;
10646;36942;Montara Continental;1768;Woodbois Ltd;Parent company;Shares/Equity;100.0;;;;
10647;4557;Argento Ltd;36942;Montara Continental;Parent company;Shares/Equity;100.0;;;;
10648;38915;Argento Mozambique Lda;4557;Argento Ltd;Parent company;;;;;;
10649;38915;Argento Mozambique Lda;4558;Local representative;Parent company;;;;;;
10650;39285;Liberian Hardwood Corporation;42347;Aissha and Mustapha (A&M) Enterprise Incorporated;Parent company;;;;;;
10651;36731;Envirotrade Mozambique Limitada (EML);2179;Envirotrade;Parent company;;;;;;
10655;41991;Farmgate Ukraine LLC;41990;Farmgate B.V.;Parent company;Shares/Equity;100.0;;;;
10656;38982;"Plantations Socfinaf Ghana Ltd ""PSG""";42364;SOCFINAF S.A.;Parent company;Shares/Equity;100.0;;;;Holding company of SOCFIN to manage its operations in Africa.
10658;42364;SOCFINAF S.A.;168;Bolloré Group;Parent company;Shares/Equity;0.5;;;;Part of the Bolloré Group.
10659;42364;SOCFINAF S.A.;41766;Compagnie des Glénans;Parent company;Shares/Equity;0.4;;;;Part of the Bolloré Group
10660;42364;SOCFINAF S.A.;41763;Compagnie du Cambodge;Parent company;Shares/Equity;7.0;;;;Part of the Bolloré Group
10661;42364;SOCFINAF S.A.;946;SOCFIN;Parent company;Shares/Equity;59.0;;;;The influence of SOCFIN is increased with another 8.9% through shareholders belonging to the Bolloré Group.
10663;38570;Agripalma;42364;SOCFINAF S.A.;Parent company;Shares/Equity;88.0;;;;
10664;38570;Agripalma;4108;São Tomé State;Parent company;;12.0;;;;
10670;35766;Kimminic Estates;1120;Kimminic Corporation;Parent company;;75.0;;;;
10671;35766;Kimminic Estates;42373;Nkoranza Traditional Council;Parent company;;25.0;;;;Joint venture partner with 25% annual profit share agreement for the activities related to the plantations on its land.
10676;42346;West africa farms;42351;G.S-fresh;Parent company;;100.0;;;;
10677;42367;Ibra Moz S.A;42355;New Energy Minerals Ltd;Parent company;Shares/Equity;60.0;;;;
10678;42369;Mwriti Limitada;42371;Asghar Fakhraleali;Parent company;Shares/Equity;40.0;;;;
10679;42369;Mwriti Limitada;42372;Raimundo Domingos Pachinuapa;Parent company;Shares/Equity;60.0;;;;
10680;42370;Montepuez Ruby Mining Limitada (“MRM”);4177;Gemfields PLC;Parent company;Shares/Equity;75.0;;;;
10681;42370;Montepuez Ruby Mining Limitada (“MRM”);42369;Mwriti Limitada;Parent company;Shares/Equity;25.0;;;;
10682;35759;Galten Agro Limited;1111;Galten Global Alternative Energy;Parent company;;;;;;
10685;35769;Jatropha Africa (Ghana);1124;Jatropha Africa;Parent company;;;;;;
10686;35769;Jatropha Africa (Ghana);1125;Ohene Akoto;Parent company;;;;;;
10687;35769;Jatropha Africa (Ghana);41839;African Development Bank (AfDB);Tertiary investor/lender;;;;;;Jatropha Africa received grant funding from AfDB
10688;39688;Ol Pejeta Conservancy Ltd;40962;Lewa Wildlife Conservancy;Parent company;;;;;;The ownership of Ol Pejeta is split between Flora and Fauna International of the UK, The Arcus Foundation, and the Lewa Conservancy.
10689;39688;Ol Pejeta Conservancy Ltd;42176;Fauna &Flora International (FFI),;Parent company;;;;;;The ownership of Ol Pejeta is split between Flora and Fauna International of the UK, The Arcus Foundation, and the Lewa Conservancy. Flora and Fauna International, besides being shareholders, are also development partners.
10690;39688;Ol Pejeta Conservancy Ltd;42177;Arcus Foundation;Parent company;;;;;;The ownership of Ol Pejeta is split between Flora and Fauna International of the UK, The Arcus Foundation, and the Lewa Conservancy.
10691;41858;Sierra Agra Inc;41857;MCE social capital;Tertiary investor/lender;Debt financing;;385000.0;;2019;MCE made a debt investment of US$385000 in Sierra Agra.
10692;37362;Natural African Diesel, Ghana Limited;2109;Natural African Diesel (NAD);Parent company;;;;;;
10693;36591;Solar Harvest Ltd;2079;Solar Harvest AS;Parent company;Shares/Equity;100.0;;;;
10694;41899;Agro-Consult AW LLC;41898;Alexander Wolters;Parent company;Shares/Equity;100.0;;;;
10695;42379;Chenguang Biotech (Zambia) Agri-Dev Limited;42378;Chenguang Biotech Group Co. Limited  (“CCGB”);Parent company;;;;;;
10697;42384;Unknown ( Mansa Sugar Limited);42383;Mansa Sugar Limited;Parent company;;;;;;
10698;42390;AGM mining LLC;42395;Elkometic LLC;Parent company;Shares/Equity;85.0;;;;
10699;42390;AGM mining LLC;42396;Mr Battulga.B;Parent company;Shares/Equity;5.0;;;;
10700;42390;AGM mining LLC;39278;Altan Uul Resources Limited CoLtd;Parent company;Shares/Equity;10.0;;;;
10701;37726;Brabanta S.P.R.L.;946;SOCFIN;Parent company;Shares/Equity;0.2;;;;Direct shareholding by SOCFIN in Brabanta. The remaining 99.8% of the shares are also held by SOCFIN, but through its subsidiary SOCFINAF.
10702;37726;Brabanta S.P.R.L.;42364;SOCFINAF S.A.;Parent company;Shares/Equity;99.8;;;;The remaining 0.2% of shares are held by SOCFINAF's parent company SOCFIN.
10703;40200;CamAgra Investment Group Ltd;3304;Cam Try Cooperation;Parent company;Shares/Equity;100.0;;;;
10704;42084;"Agrarian Company ""Prydniprovske"" LLC";41929;TNA Corporate Solutions LLC;Parent company;Shares/Equity;100.0;;;;
10705;35577;Astarta Kyiv LLC;42380;European Investment Bank;Tertiary investor/lender;Debt financing;;;;2014;Loan amount - EUR 50 million
10706;35577;Astarta Kyiv LLC;4778;EBRD (European Bank of Reconstruction and Development);Tertiary investor/lender;Debt financing;;;;2008;"Status - completed. EBRD Finance = Up to USD 20 million long term loan to the Astarta Holding; ""Astrata-Kyiv"" LLC (the ""Company""), its parent companies and its operating subsidiaries (together the “Astarta Holding”) is the leading largest sugar producer in Ukraine."
10707;35577;Astarta Kyiv LLC;40662;Ancor Investments Ltd.;Parent company;Shares/Equity;99.99;;;;
10708;3865;Astarta Holding NV;42381;Ivanchyk V.P.;Parent company;Shares/Equity;37.99;;;;
10709;3865;Astarta Holding NV;42382;Fairfax Financial Holdings LTD;Parent company;Shares/Equity;28.16;;;;
10713;39094;Hai Vuong Group;42404;DDK Vietnam;Tertiary investor/lender;;;;;;The Taiwan-based industrial investment limited company DDK Vietnam and Minh Hung Sikico Industry JSC inked a co-operation agreement on promoting investment in the park. (http://bizhub.vn/news/taiwanese-firms-invest-30-million-in-binh-phuocs-industrial-park_304167.html)
10714;42211;Sucres et Denrees;42210;Sucden Group;Parent company;;;;;;
10715;39017;Aeroponics Farming Namibia cc;42406;Craig Anuszkiewiez;Parent company;Shares/Equity;50.0;;;;
10717;39017;Aeroponics Farming Namibia cc;42405;Drusilla Anuszkiewiez;Parent company;Shares/Equity;50.0;;;;
10718;36149;Mtanga Farms limited;4390;Voxtra;Parent company;Shares/Equity;;;;;The Voxtra East Africa Agribusiness Fund (Voxtra) has completed an investment of US$ 1.5 million in Mtanga Farms Limited (MFL), a commercial farm engaged in seed crops, arable farming and livestock. 
10719;36149;Mtanga Farms limited;4391;Unknown minorty shareholders;Parent company;;;;;;
10720;36149;Mtanga Farms limited;1760;Agri-Vie;Parent company;;;;;;
10725;38430;Simfer S.A;3004;Aluminum Corporation of China (CHINALCO)_;Parent company;Shares/Equity;35.0;;;;
10726;38430;Simfer S.A;4083;Rio Tinto plc;Parent company;;41.0;;;;
10727;38430;Simfer S.A;227;International Finance Corporation;Parent company;;4.0;;;;
10728;38430;Simfer S.A;2140;Government of Guinea;Parent company;;20.0;;;;
10729;40728;South Bukidnon Bioenergy Inc.;35183;Bronzeoak Philippines Inc.;Parent company;;;;;;
10730;40728;South Bukidnon Bioenergy Inc.;40749;Green Renewable Holdings;Parent company;;;;;;
10734;39018;Unknown (Chilwelo Feedlot Business);4158;Chilwelo Feedlot Business;Parent company;;;;;;
10735;36754;Salala Rubber Corporation (SRC);42364;SOCFINAF S.A.;Parent company;Shares/Equity;65.0;;;;
10736;36754;Salala Rubber Corporation (SRC);36758;Liberian Agriculture Company (LAC);Parent company;Shares/Equity;35.0;;;;LAC is owned by co-owner SOCFINAF
10737;36754;Salala Rubber Corporation (SRC);227;International Finance Corporation;Tertiary investor/lender;Debt financing;;10000000.0;;2008-07-21;IFC provided a $10 million A Loan to SRC, to finance SRC’s plans to rehabilitate, expand, and optimize its plantations, which had been neglected during several years of civil war in Liberia.
10738;36758;Liberian Agriculture Company (LAC);42364;SOCFINAF S.A.;Parent company;Shares/Equity;100.0;;;;
10739;36402;Okomu Oil Palm Company;3445;Unknown (Nigerian Investors);Parent company;Shares/Equity;35.03;;;;No Nigerian shareholder hold more than 5% of the issued share capital of the company.
10740;36402;Okomu Oil Palm Company;42364;SOCFINAF S.A.;Parent company;Shares/Equity;64.97;;;;
10744;39661;Bui Power Authority;1114;Government of Ghana;Tertiary investor/lender;Shares/Equity;15.0;;;;US$60 million investment
10745;39661;Bui Power Authority;42408;Export-Import (Exim) Bank of China;Tertiary investor/lender;Debt financing;;562000000.0;;;US$270million concessional loan plus US$292million commercial loan
10749;42402;Compagnie agricole de Saint Louis (CASL), Senegal;42410;European Investment Bank, African Development Bank;Parent company;Debt financing;;;;;
10751;35649;SOCAPALM;1838;Government of Cameroon;Parent company;Shares/Equity;22.36;;;;
10752;35649;SOCAPALM;42364;SOCFINAF S.A.;Parent company;Shares/Equity;67.46;;;;
10754;37773;Puzzolana (Zambia) Limited;2753;Puzzolana Group;Parent company;;;;;;
10756;37642;Socfin Agricultural Company Sierra Leone Ltd.;42364;SOCFINAF S.A.;Parent company;Shares/Equity;93.0;;;;
10757;37642;Socfin Agricultural Company Sierra Leone Ltd.;42407;Agrifinal;Parent company;Shares/Equity;7.0;;;;
10758;37450;SoGB;1816;Government of Cote D'ivoire;Parent company;;16.0;;;;
10759;37450;SoGB;42364;SOCFINAF S.A.;Parent company;Shares/Equity;73.16;;;;Through Bereby-Finances, a company 87% owned by SOCFINAF.
10765;2380;AAAID;1410;Government of Saudi Arabia;Parent company;Shares/Equity;15.24;;;;
10766;2380;AAAID;492;Government of Kuwait;Parent company;Shares/Equity;13.19;;;;
10767;2380;AAAID;3414;Government of the United Arab Emirates;Parent company;Shares/Equity;10.16;;;;
10768;2380;AAAID;3548;Government of Iraq;Parent company;Shares/Equity;10.16;;;;
10769;2380;AAAID;1913;Government of Sudan;Parent company;Shares/Equity;10.14;;;;
10770;2380;AAAID;1147;Qatari Government;Parent company;Shares/Equity;5.08;;;;
10771;2380;AAAID;891;Government of Egypt;Parent company;Shares/Equity;2.03;;;;
